document,section_title,text,page_number,tfidf_sim_persona,tfidf_sim_job,section_length,title_length,relevance
Document_9.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,4,0.377,0.888,476,10,1
Document_2.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,1,0.623,0.978,130,8,1
Document_8.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,2,0.175,0.052,223,11,1
Document_3.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,14,0.211,0.321,194,8,0
Document_7.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,2,0.242,0.675,467,5,0
Document_10.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,18,0.501,0.334,387,10,1
Document_1.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,5,0.943,0.338,116,10,0
Document_6.pdf,Case Study,This is a sample text for the section Case Study. It contains information relevant to the topic.,4,0.953,0.64,303,10,0
Document_5.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,14,0.35,0.298,259,10,0
Document_9.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,20,0.31,0.932,303,8,0
Document_1.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,15,0.158,0.645,433,10,0
Document_3.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,8,0.695,0.594,315,8,0
Document_10.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,1,0.662,0.55,146,8,1
Document_4.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,18,0.08,0.085,97,8,0
Document_5.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,9,0.22,0.772,400,10,1
Document_2.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,16,0.862,0.938,324,8,1
Document_9.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,3,0.732,0.095,367,10,1
Document_9.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,4,0.89,0.556,220,10,0
Document_4.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,9,0.641,0.761,417,15,1
Document_7.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,4,0.188,0.29,250,7,0
Document_6.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,14,0.581,0.14,373,8,1
Document_6.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,19,0.304,0.259,375,10,0
Document_10.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,8,0.785,0.897,300,10,0
Document_9.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,19,0.505,0.898,354,8,0
Document_8.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,2,0.973,0.765,451,5,1
Document_6.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,17,0.185,0.63,229,8,0
Document_3.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,19,0.638,0.101,64,10,1
Document_5.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,12,0.934,0.12,393,5,0
Document_6.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,9,0.77,0.539,302,11,1
Document_3.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,13,0.609,1.0,227,10,1
Document_5.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,5,0.817,0.336,253,7,0
Document_2.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,3,0.87,0.585,346,11,0
Document_2.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,13,0.284,0.099,468,8,0
Document_9.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,1,0.135,0.92,168,11,0
Document_2.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,14,0.316,0.429,207,15,1
Document_9.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,11,0.909,0.803,441,8,1
Document_9.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,12,0.003,0.438,160,11,0
Document_8.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,2,0.901,0.533,312,5,1
Document_9.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,13,0.204,0.626,146,7,1
Document_3.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,15,0.583,0.04,64,8,1
Document_2.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,2,0.187,0.827,221,11,1
Document_3.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,12,0.258,0.508,183,10,1
Document_6.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,6,0.653,0.963,166,8,1
Document_10.pdf,Introduction,This is a sample text for the section Introduction. It contains information relevant to the topic.,5,0.529,0.785,223,12,1
Document_8.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,3,0.98,0.181,480,15,0
Document_4.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,8,0.723,0.233,312,11,0
Document_7.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,6,0.33,0.784,284,8,0
Document_6.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,1,0.639,0.36,237,10,1
Document_3.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,7,0.597,0.677,336,8,0
Document_1.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,11,0.202,0.498,354,10,0
Document_6.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,2,0.553,0.499,182,8,1
Document_6.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,6,0.39,0.77,320,15,1
Document_10.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,20,0.814,0.381,205,5,0
Document_10.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,6,0.67,0.587,488,10,1
Document_6.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,20,0.352,0.207,430,11,1
Document_2.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,20,0.714,0.944,260,11,1
Document_7.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,2,0.913,0.205,487,8,0
Document_6.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,11,0.167,0.019,474,8,1
Document_10.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,17,0.112,0.895,282,11,0
Document_1.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,17,0.705,0.563,499,8,0
Document_7.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,6,0.909,0.844,59,11,1
Document_7.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,16,0.865,0.554,417,10,0
Document_5.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,10,0.645,0.458,486,10,0
Document_5.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,18,0.31,0.045,265,11,1
Document_1.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,4,0.193,0.506,457,10,0
Document_1.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,3,0.317,0.523,306,10,0
Document_8.pdf,Case Study,This is a sample text for the section Case Study. It contains information relevant to the topic.,12,0.609,0.917,495,10,0
Document_6.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,17,0.476,0.783,219,8,0
Document_9.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,15,0.591,0.935,277,10,1
Document_10.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,6,0.107,0.554,288,8,0
Document_1.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,4,0.967,0.786,408,10,0
Document_2.pdf,Summary,This is a sample text for the section Summary. It contains information relevant to the topic.,5,0.922,0.424,189,7,0
Document_10.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,3,0.157,0.059,197,8,0
Document_4.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,18,0.75,0.294,190,10,1
Document_7.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,13,0.996,0.181,476,8,1
Document_8.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,5,0.205,0.414,63,7,0
Document_10.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,8,0.432,0.743,132,15,0
Document_2.pdf,Summary,This is a sample text for the section Summary. It contains information relevant to the topic.,16,0.176,0.39,349,7,0
Document_5.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,17,0.007,0.381,465,8,0
Document_5.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,16,0.104,0.72,143,8,0
Document_5.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,20,0.655,0.994,230,10,1
Document_3.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,11,0.849,0.463,87,10,0
Document_7.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,5,0.087,0.819,409,10,0
Document_4.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,17,0.108,0.087,434,10,1
Document_1.pdf,Introduction,This is a sample text for the section Introduction. It contains information relevant to the topic.,19,0.721,0.925,253,12,0
Document_5.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,20,0.655,0.132,180,10,1
Document_5.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,13,0.36,0.486,498,11,1
Document_6.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,4,0.313,0.709,378,8,1
Document_5.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,3,0.346,0.874,144,10,1
Document_7.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,19,0.967,0.04,204,10,1
Document_3.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,14,0.178,0.465,210,10,1
Document_2.pdf,Case Study,This is a sample text for the section Case Study. It contains information relevant to the topic.,20,0.801,0.004,394,10,1
Document_6.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,1,0.849,0.759,116,10,1
Document_9.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,13,0.499,0.038,345,11,0
Document_4.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,9,0.833,0.478,183,10,1
Document_8.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,12,0.991,0.424,373,10,0
Document_6.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,17,0.593,0.817,162,8,1
Document_2.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,8,0.699,0.229,474,8,1
Document_4.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,10,0.854,0.554,307,8,1
Document_6.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,18,0.893,0.663,343,10,0
Document_8.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,8,0.772,0.659,311,8,0
Document_10.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,15,0.443,0.864,467,8,1
Document_3.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,2,0.055,0.678,183,5,0
Document_9.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,19,0.984,0.533,284,8,0
Document_10.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,10,0.713,0.635,145,11,0
Document_8.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,3,0.602,0.058,222,10,1
Document_2.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,11,0.881,0.566,298,10,0
Document_2.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,20,0.962,0.751,489,10,0
Document_5.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,13,0.876,0.86,192,15,1
Document_9.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,14,0.19,0.7,279,10,1
Document_5.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,14,0.973,0.611,200,7,1
Document_1.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,7,0.64,0.83,75,8,1
Document_4.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,6,0.033,0.244,242,11,0
Document_8.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,5,0.382,0.556,424,8,0
Document_7.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,16,0.402,0.718,196,8,0
Document_3.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,8,0.066,0.671,133,10,0
Document_6.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,3,0.985,0.426,276,10,0
Document_4.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,8,0.027,0.929,236,11,1
Document_10.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,15,0.596,0.52,252,11,0
Document_9.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,15,0.388,0.381,481,5,0
Document_4.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,7,0.845,0.945,228,8,1
Document_8.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,9,0.703,0.563,341,8,1
Document_2.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,7,0.63,0.393,463,10,1
Document_10.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,11,0.215,0.777,85,11,0
Document_2.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,17,0.276,0.212,131,10,0
Document_10.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,7,0.002,0.737,107,8,1
Document_6.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,6,0.225,0.496,318,10,1
Document_5.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,17,0.861,0.14,87,10,0
Document_8.pdf,Introduction,This is a sample text for the section Introduction. It contains information relevant to the topic.,13,0.966,0.571,324,12,0
Document_6.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,6,0.297,0.399,389,7,0
Document_6.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,9,0.11,0.861,144,5,0
Document_2.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,20,0.261,0.614,414,10,0
Document_5.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,10,0.903,0.563,197,11,0
Document_10.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,5,0.844,0.249,74,15,1
Document_5.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,11,0.87,0.361,110,15,1
Document_8.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,8,0.765,0.427,299,7,1
Document_7.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,19,0.933,0.33,464,8,0
Document_5.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,8,0.478,0.522,166,10,1
Document_4.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,20,0.081,0.192,287,8,1
Document_6.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,20,0.744,0.481,333,8,0
Document_7.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,18,0.866,0.749,259,10,0
Document_9.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,1,0.518,0.303,402,8,1
Document_5.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,20,0.251,0.384,393,8,0
Document_8.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,19,0.398,0.857,84,10,0
Document_5.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,20,0.605,0.919,82,11,1
Document_3.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,6,0.25,0.469,138,8,1
Document_9.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,1,0.226,0.445,462,8,1
Document_9.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,14,0.323,0.3,83,11,1
Document_6.pdf,Introduction,This is a sample text for the section Introduction. It contains information relevant to the topic.,4,0.992,0.236,160,12,0
Document_2.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,8,0.572,0.779,214,10,0
Document_1.pdf,Summary,This is a sample text for the section Summary. It contains information relevant to the topic.,5,0.487,0.354,98,7,0
Document_8.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,5,0.087,0.664,460,11,1
Document_9.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,8,0.148,0.89,203,15,1
Document_4.pdf,Introduction,This is a sample text for the section Introduction. It contains information relevant to the topic.,13,0.547,0.933,175,12,0
Document_3.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,15,0.564,0.907,371,8,1
Document_8.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,19,0.992,0.831,68,10,0
Document_1.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,8,0.441,0.918,252,8,0
Document_9.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,15,0.63,0.267,312,10,0
Document_7.pdf,Summary,This is a sample text for the section Summary. It contains information relevant to the topic.,15,0.497,0.985,337,7,1
Document_3.pdf,Introduction,This is a sample text for the section Introduction. It contains information relevant to the topic.,15,0.991,0.924,327,12,0
Document_10.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,15,0.8,0.315,172,15,0
Document_2.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,20,0.002,0.358,299,8,1
Document_8.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,13,0.543,0.617,292,8,0
Document_7.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,15,0.849,0.471,369,7,1
Document_6.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,11,0.758,0.047,183,10,0
Document_7.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,20,0.875,0.936,451,8,0
Document_6.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,19,0.376,0.227,409,10,0
Document_9.pdf,Case Study,This is a sample text for the section Case Study. It contains information relevant to the topic.,19,0.909,0.751,257,10,0
Document_4.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,4,0.473,0.556,277,15,0
Document_1.pdf,Results,This is a sample text for the section Results. It contains information relevant to the topic.,3,0.979,0.16,54,7,1
Document_3.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,1,0.995,0.672,165,10,1
Document_3.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,6,0.636,0.815,114,8,1
Document_4.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,4,0.439,0.134,125,10,0
Document_6.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,15,0.26,0.655,257,11,1
Document_2.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,17,0.703,0.457,367,8,0
Document_2.pdf,Analysis,This is a sample text for the section Analysis. It contains information relevant to the topic.,16,0.013,0.041,189,8,1
Document_4.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,15,0.234,0.058,260,10,1
Document_10.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,4,0.923,0.11,210,10,1
Document_9.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,10,0.277,0.072,142,8,0
Document_8.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,5,0.201,0.134,185,11,0
Document_1.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,20,0.026,0.366,106,5,1
Document_3.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,12,0.283,0.575,130,8,0
Document_2.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,3,0.862,0.743,308,15,1
Document_6.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,5,0.683,0.599,301,10,0
Document_2.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,14,0.492,0.797,245,8,1
Document_3.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,18,0.611,0.465,462,11,0
Document_9.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,8,0.903,0.808,255,10,0
Document_2.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,8,0.177,0.624,451,11,1
Document_6.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,11,0.46,0.188,181,11,0
Document_3.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,1,0.006,0.469,271,10,1
Document_2.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,16,0.772,0.917,327,15,0
Document_1.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,4,0.315,0.52,483,8,1
Document_2.pdf,Summary,This is a sample text for the section Summary. It contains information relevant to the topic.,5,0.561,0.284,356,7,0
Document_8.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,3,0.699,0.119,107,11,0
Document_8.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,8,0.038,0.476,436,10,1
Document_10.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,12,0.538,0.883,118,8,0
Document_6.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,3,0.507,0.842,288,10,0
Document_1.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,18,0.311,0.859,184,10,1
Document_4.pdf,Conclusion,This is a sample text for the section Conclusion. It contains information relevant to the topic.,5,0.342,0.969,196,10,0
Document_2.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,14,0.602,0.941,399,8,0
Document_5.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,11,0.376,0.99,65,5,0
Document_1.pdf,Discussion,This is a sample text for the section Discussion. It contains information relevant to the topic.,14,0.497,0.063,434,10,0
Document_4.pdf,Case Study,This is a sample text for the section Case Study. It contains information relevant to the topic.,2,0.042,0.93,250,10,1
Document_5.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,1,0.294,0.307,224,10,0
Document_6.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,18,0.084,0.332,152,11,0
Document_9.pdf,Abstract,This is a sample text for the section Abstract. It contains information relevant to the topic.,16,0.658,0.229,144,8,1
Document_4.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,5,0.366,0.531,55,8,1
Document_9.pdf,Case Study,This is a sample text for the section Case Study. It contains information relevant to the topic.,5,0.836,0.626,200,10,0
Document_1.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,4,0.64,0.395,331,10,0
Document_10.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,20,0.358,0.583,125,8,1
Document_5.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,5,0.649,0.99,459,10,1
Document_7.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,18,0.424,0.105,160,11,1
Document_5.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,19,0.797,0.588,452,11,1
Document_7.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,9,0.461,0.395,269,8,1
Document_6.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,7,0.644,0.287,228,15,1
Document_5.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,16,0.103,0.312,189,11,1
Document_7.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,12,0.742,0.479,353,8,1
Document_6.pdf,Future Work,This is a sample text for the section Future Work. It contains information relevant to the topic.,10,0.686,0.669,295,11,1
Document_1.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,9,0.127,0.177,207,15,0
Document_7.pdf,Summary,This is a sample text for the section Summary. It contains information relevant to the topic.,5,0.487,0.759,404,7,1
Document_9.pdf,Introduction,This is a sample text for the section Introduction. It contains information relevant to the topic.,4,0.701,0.599,209,12,0
Document_6.pdf,Summary,This is a sample text for the section Summary. It contains information relevant to the topic.,2,0.238,0.233,57,7,0
Document_9.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,14,0.477,0.881,156,8,1
Document_6.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,5,0.94,0.814,161,11,1
Document_7.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,7,0.789,0.643,87,8,1
Document_10.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,17,0.503,0.41,441,10,1
Document_10.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,5,0.326,0.143,59,10,1
Document_3.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,10,0.933,0.403,90,15,0
Document_7.pdf,Case Study,This is a sample text for the section Case Study. It contains information relevant to the topic.,2,0.976,0.499,171,10,1
Document_7.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,12,0.665,0.008,378,15,1
Document_7.pdf,Recommendations,This is a sample text for the section Recommendations. It contains information relevant to the topic.,1,0.288,0.856,418,15,1
Document_10.pdf,Key Points,This is a sample text for the section Key Points. It contains information relevant to the topic.,1,0.357,0.604,318,10,0
Document_2.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,8,0.809,0.49,280,8,1
Document_8.pdf,Findings,This is a sample text for the section Findings. It contains information relevant to the topic.,15,0.361,0.897,271,8,1
Document_5.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,9,0.191,0.457,302,8,1
Document_3.pdf,Objectives,This is a sample text for the section Objectives. It contains information relevant to the topic.,15,0.972,0.36,204,10,0
Document_7.pdf,Limitations,This is a sample text for the section Limitations. It contains information relevant to the topic.,5,0.536,0.121,292,11,0
Document_1.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,15,0.675,0.354,341,10,0
Document_2.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,13,0.428,0.168,232,11,1
Document_6.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,5,0.777,0.504,262,11,1
Document_9.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,7,0.34,0.482,110,10,0
Document_6.pdf,Background,This is a sample text for the section Background. It contains information relevant to the topic.,7,0.717,0.574,387,10,0
Document_5.pdf,Overview,This is a sample text for the section Overview. It contains information relevant to the topic.,8,0.53,0.103,50,8,0
Document_7.pdf,Introduction,This is a sample text for the section Introduction. It contains information relevant to the topic.,20,0.839,0.988,277,12,1
Document_7.pdf,Appendix,This is a sample text for the section Appendix. It contains information relevant to the topic.,9,0.742,0.831,307,8,1
Document_5.pdf,Methodology,This is a sample text for the section Methodology. It contains information relevant to the topic.,20,0.328,0.581,297,11,0
Document_5.pdf,Scope,This is a sample text for the section Scope. It contains information relevant to the topic.,1,0.522,0.456,194,5,1
Document_1.pdf,References,This is a sample text for the section References. It contains information relevant to the topic.,17,0.718,0.712,74,10,1
